CIE;DESCRIPCION
O26;ATENCION A LA MADRE POR OTRAS COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL EMBARAZO
O260;AUMENTO EXCESIVO DE PESO EN EL EMBARAZO
O261;AUMENTO PEQUEÑO DE PESO EN EL EMBARAZO
O262;ATENCION DEL EMBARAZO EN UNA ABORTADORA HABITUAL
O263;RETENCION DE DISPOSITIVO ANTICONCEPTIVO INTRAUTERINO EN EL EMBARAZO
O264;HERPES GESTACIONAL
O265;SINDROME DE HIPOTENSION MATERNA
O266;TRASTORNOS DEL HIGADO EN EL EMBARAZO, EL PARTO Y EL PUERPERIO
O267;SUBLUXACION DE LA SINFISIS (DEL PUBIS) EN EL EMBARAZO, EL PARTO Y EL PUERPERIO
O268;OTRAS COMPLICACIONES ESPECIFICADAS RELACIONADAS CON EL EMBARAZO
O269;COMPLICACION RELACIONADA CON EL EMBARAZO, NO ESPECIFICADA
O28;HALLAZGOS ANORMALES EN EL EXAMEN PRENATAL DE LA MADRE
O280;HALLAZGO HEMATOLOGICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE
O281;HALLAZGO BIOQUIMICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE
O282;HALLAZGO CITOLOGICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE
O283;HALLAZGO ULTRASONICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE
O284;HALLAZGO RADIOLOGICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE
O285;HALLAZGO CROMOSOMICO O GENETICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE
O288;OTROS HALLAZGOS ANORMALES EN EL EXAMEN PRENATAL DE LA MADRE
O289;HALLAZGO ANORMAL NO ESPECIFICADO EN EL EXAMEN PRENATAL DE LA MADRE
O29;COMPLICACIONES DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO
O290;COMPLICACIONES PULMONARES DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO
O291;COMPLICACIONES CARDIACAS DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO
O292;COMPLICACIONES DEL SISTEMA NERVIOSO CENTRAL DEBIDAS A LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO
O293;REACCION TOXICA A LA ANESTESIA LOCAL ADMINISTRADA DURANTE EL EMBARAZO
O294;CEFALALGIA INDUCIDA POR LA ANESTESIA ESPINAL O EPIDURAL ADMINISTRADAS DURANTE EL EMBARAZO
O295;OTRAS COMPLICACIONES DE LA ANESTESIA ESPINAL O EPIDURAL ADMINISTRADAS DURANTE EL EMBARAZO
O296;FALLA O DIFICULTAD EN LA INTUBACION DURANTE EL EMBARAZO
O298;OTRAS COMPLICACIONES DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO
O299;COMPLICACION NO ESPECIFICADA DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO
O30;EMBARAZO MULTIPLE
O300;EMBARAZO DOBLE
O301;EMBARAZO TRIPLE
O302;EMBARAZO CUADRUPLE
O308;OTROS EMBARAZOS MULTIPLES
O309;EMBARAZO MULTIPLE, NO ESPECIFICADO
O31;COMPLICACIONES ESPECIFICAS DEL EMBARAZO MULTIPLE
O310;FETO PAPIRACEO
O311;EMBARAZO QUE CONTINUA DESPUES DEL ABORTO DE UN FETO O MAS
O312;EMBARAZO QUE CONTINUA DESPUES DE LA MUERTE INTRAUTERINA DE UN FETO O MAS
O318;OTRAS COMPLICACIONES ESPECIFICAS DEL EMBARAZO MULTIPLE
O32;ATENCION MATERNA POR PRESENTACION ANORMAL DEL FETO, CONOCIDA O PRESUNTA
O320;ATENCION MATERNA POR POSICION FETAL INESTABLE
O321;ATENCION MATERNA POR PRESENTACION DE NALGAS
O322;ATENCION MATERNA POR POSICION FETAL OBLICUA O TRANSVERSA
O323;ATENCION MATERNA POR PRESENTACION DE CARA, DE FRENTE O DE MENTON
O324;ATENCION MATERNA POR CABEZA ALTA EN GESTACION A TERMINO
O325;ATENCION MATERNA POR EMBARAZO MULTIPLE CON PRESENTACION ANORMAL DE UN FETO O MAS
O326;ATENCION MATERNA POR PRESENTACION COMPUESTA
O328;ATENCION MATERNA POR OTRAS PRESENTACIONES ANORMALES DEL FETO
O329;ATENCION MATERNA POR PRESENTACION ANORMAL NO ESPECIFICADA DEL FETO
O33;ATENCION MATERNA POR DESPROPORCION CONOCIDA O PRESUNTA
O330;ATENCION MATERNA POR DESPROPORCION DEBIDA A DEFORMIDAD DE LA PELVIS OSEA EN LA MADRE
O331;ATENCION MATERNA POR DESPROPORCION DEBIDA A ESTRECHEZ GENERAL DE LA PELVIS
O332;ATENCION MATERNA POR DESPROPORCION DEBIDA A DISMINUCION DEL ESTRECHO SUPERIOR DE LA PELVIS
O333;ATENCION MATERNA POR DESPROPORCION DEBIDA A DISMINUCION DEL ESTRECHO INFERIOR DE LA PELVIS
O334;ATENCION MATERNA POR DESPROPORCION FETOPELVIANA DE ORIGEN MIXTO, MATERNO Y FETAL
O335;ATENCION MATERNA POR DESPROPORCION DEBIDA A FETO DEMASIADO GRANDE
O336;ATENCION MATERNA POR DESPROPORCION DEBIDA A FETO HIDROCEFALICO
O337;ATENCION MATERNA POR DESPROPORCION DEBIDA A OTRA DEFORMIDAD FETAL
O338;ATENCION MATERNA POR DESPROPORCION DE OTRO ORIGEN
O339;ATENCION MATERNA POR DESPROPORCION DE ORIGEN NO ESPECIFICADO
O34;ATENCION MATERNA POR ANORMALIDADES CONOCIDAS O PRESUNTAS DE LOS ORGANOS PELVIANOS DE LA MADRE
O340;ATENCION MATERNA POR ANOMALIA CONGENITA DEL UTERO
O341;ATENCION MATERNA POR TUMOR DEL CUERPO DEL UTERO
O342;ATENCION MATERNA POR CICATRIZ UTERINA DEBIDA A CIRUGIA PREVIA
O343;ATENCION MATERNA POR INCOMPETENCIA DEL CUELLO UTERINO
O344;ATENCION MATERNA POR OTRA ANORMALIDAD DEL CUELLO UTERINO
O345;ATENCION MATERNA POR OTRAS ANORMALIDADES DEL UTERO GRAVIDO
O346;ATENCION MATERNA POR ANORMALIDAD DE LA VAGINA
O347;ATENCION MATERNA POR ANORMALIDAD DE LA VULVA Y DEL PERINEO
O348;ATENCION MATERNA POR OTRAS ANORMALIDADES DE LOS ORGANOS PELVIANOS
O349;ATENCION MATERNA POR ANORMALIDAD NO ESPECIFICADA DE ORGANO PELVIANO
O35;ATENCION MATERNA POR ANORMALIDAD O LESION FETAL, CONOCIDA O PRESUNTA
O350;ATENCION MATERNA POR (PRESUNTA) MALFORMACION DEL SISTEMA NERVIOSO CENTRAL EN EL FETO
O351;ATENCION MATERNA POR (PRESUNTA) ANORMALIDAD CROMOSOMICA EN EL FETO
O352;ATENCION MATERNA POR (PRESUNTA) ENFERMEDAD HEREDITARIA EN EL FETO
O353;ATENCION MATERNA POR (PRESUNTA) LESION FETAL DEBIDA A ENFERMEDAD VIRICA EN LA MADRE
O354;ATENCION MATERNA POR (PRESUNTA) LESION AL FETO DEBIDA AL ALCOHOL
O355;ATENCION MATERNA POR (PRESUNTA) LESION FETAL DEBIDA A DROGAS
O356;ATENCION MATERNA POR (PRESUNTA) LESION AL FETO DEBIDA A RADIACION
O357;ATENCION MATERNA POR (PRESUNTA) LESION FETAL DEBIDA A OTROS PROCEDIMIENTOS MEDICOS
O358;ATENCION MATERNA POR OTRAS (PRESUNTAS) ANORMALIDADES Y LESIONES FETALES
O359;ATENCION MATERNA POR (PRESUNTA) ANORMALIDAD Y LESION FETAL NO ESPECIFICADA
O36;ATENCION MATERNA POR OTROS PROBLEMAS FETALES CONOCIDOS O PRESUNTOS
O360;ATENCION MATERNA POR ISOINMUNIZACION RHESUS
O361;ATENCION MATERNA POR OTRA ISOINMUNIZACION
O362;ATENCION MATERNA POR HIDROPESIA FETAL
O363;ATENCION MATERNA POR SIGNOS DE HIPOXIA FETAL
O364;ATENCION MATERNA POR MUERTE INTRAUTERINA
O365;ATENCION MATERNA POR DEFICIT DEL CRECIMIENTO FETAL
O366;ATENCION MATERNA POR CRECIMIENTO FETAL EXCESIVO
O367;ATENCION MATERNA POR FETO VIABLE EN EMBARAZO ABDOMINAL
O368;ATENCION MATERNA POR OTROS PROBLEMAS FETALES ESPECIFICADOS
O369;ATENCION MATERNA POR PROBLEMAS FETALES NO ESPECIFICADOS
O40X;POLIHIDRAMNIOS
O41;OTROS TRASTORNOS DEL LIQUIDO AMNIOTICO Y DE LAS MEMBRANAS
O410;OLIGOHIDRAMNIOS
O411;INFECCION DE LA BOLSA AMNIOTICA O DE LAS MEMBRANAS
O418;OTROS TRASTORNOS ESPECIFICADOS DEL LIQUIDO AMNIOTICO Y DE LAS MEMBRANAS
O419;TRASTORNO DEL LIQUIDO AMNIOTICO Y DE LAS MEMBRANAS, NO ESPECIFICADO
O42;RUPTURA PREMATURA DE LAS MEMBRANAS
O420;RUPTURA PREMATURA DE LAS MEMBRANAS, E INICIO DEL TRABAJO DE PARTO DENTRO DE LAS 24 HORAS
O421;RUPTURA PREMATURA DE LAS MEMBRANAS, E INICIO DEL TRABAJO DE PARTO DESPUES DE LAS 24 HORAS
O422;RUPTURA PREMATURA DE LAS MEMBRANAS, TRABAJO DE PARTO RETRASADO POR LA TERAPEUTICA
O429;RUPTURA PREMATURA DE LAS MEMBRANAS, SIN OTRA ESPECIFICACION
O43;TRASTORNOS PLACENTARIOS
O430;SINDROME DE TRANSFUSION PLACENTARIA
O431;MALFORMACION DE LA PLACENTA
O432;PLACENTA ANORMALMENTE ADHERIDA
O438;OTROS TRASTORNOS PLACENTARIOS
O439;TRASTORNO DE LA PLACENTA, NO ESPECIFICADO
O44;PLACENTA PREVIA
O440;PLACENTA PREVIA CON ESPECIFICACION DE QUE NO HUBO HEMORRAGIA
O441;PLACENTA PREVIA CON HEMORRAGIA
O45;DESPRENDIMIENTO PREMATURO DE LA PLACENTA [ABRUPTIO PLACENTAE]
O450;DESPRENDIMIENTO PREMATURO DE LA PLACENTA CON DEFECTO DE LA COAGULACION
O458;OTROS DESPRENDIMIENTOS PREMATUROS DE LA PLACENTA
O459;DESPRENDIMIENTO PREMATURO DE LA PLACENTA, SIN OTRA ESPECIFICACION
O46;HEMORRAGIA ANTEPARTO, NO CLASIFICADA EN OTRA PARTE
O460;HEMORRAGIA ANTEPARTO CON DEFECTO DE LA COAGULACION
O468;OTRAS HEMORRAGIAS ANTEPARTO
O469;HEMORRAGIA ANTEPARTO, NO ESPECIFICADA
O47;FALSO TRABAJO DE PARTO
O470;FALSO TRABAJO DE PARTO ANTES DE LAS 37 SEMANAS COMPLETAS DE GESTACION
O471;FALSO TRABAJO DE PARTO A LAS 37 Y MAS SEMANAS COMPLETAS DE GESTACION
O479;FALSO TRABAJO DE PARTO, SIN OTRA ESPECIFICACION
O48X;EMBARAZO PROLONGADO
O60;TRABAJO DE PARTO PREMATURO Y PARTO
O600;TRABAJO DE PARTO PREMATURO SIN PARTO
O601;TRABAJO DE PARTO PREMATURO ESPONTANEO CON PARTO PREMATURO
O602;TRABAJO DE PARTO PREMATURO ESPONTANEO CON PARTO A TERMINO
O603;PARTO PREMATURO SIN TRABAJO DE PARTO ESPONTANEO
O60X;PARTO PREMATURO
O61;FRACASO DE LA INDUCCION DEL TRABAJO DE PARTO
O610;FRACASO DE LA INDUCCION MEDICA DEL TRABAJO DE PARTO
O611;FRACASO DE LA INDUCCION INSTRUMENTAL DEL TRABAJO DE PARTO
O618;OTROS FRACASOS DE LA INDUCCION DEL TRABAJO DE PARTO
O619;FRACASO NO ESPECIFICADO DE LA INDUCCION DEL TRABAJO DE PARTO
O62;ANORMALIDADES DE LA DINAMICA DEL TRABAJO DE PARTO
O620;CONTRACCIONES PRIMARIAS INADECUADAS
O621;INERCIA UTERINA SECUNDARIA
O622;OTRAS INERCIAS UTERINAS
O623;TRABAJO DE PARTO PRECIPITADO
O624;CONTRACCIONES UTERINAS HIPERTONICAS, INCOORDINADAS Y PROLONGADAS
O628;OTRAS ANOMALIAS DINAMICAS DEL TRABAJO DE PARTO
O629;ANOMALIA DINAMICA DEL TRABAJO DE PARTO, NO ESPECIFICADA
O63;TRABAJO DE PARTO PROLONGADO
O630;PROLONGACION DEL PRIMER PERIODO (DEL TRABAJO DE PARTO)
O631;PROLONGACION DEL SEGUNDO PERIODO (DEL TRABAJO DE PARTO)
O632;RETRASO DE LA EXPULSION DEL SEGUNDO GEMELO, DEL TERCERO, ETC.
O639;TRABAJO DE PARTO PROLONGADO, NO ESPECIFICADO
O64;TRABAJO DE PARTO OBSTRUIDO DEBIDO A MALA POSICION Y PRESENTACION ANORMAL DEL FETO
O640;TRABAJO DE PARTO OBSTRUIDO DEBIDO A ROTACION INCOMPLETA DE LA CABEZA FETAL
O641;TRABAJO DE PARTO OBSTRUIDO DEBIDO A PRESENTACION DE NALGAS
O642;TRABAJO DE PARTO OBSTRUIDO DEBIDO A PRESENTACION DE CARA
O643;TRABAJO DE PARTO OBSTRUIDO DEBIDO A PRESENTACION DE FRENTE
O644;TRABAJO DE PARTO OBSTRUIDO DEBIDO A PRESENTACION DE HOMBRO
O645;TRABAJO DE PARTO OBSTRUIDO DEBIDO A PRESENTACION COMPUESTA
O648;TRABAJO DE PARTO OBSTRUIDO DEBIDO A OTRAS PRESENTACIONES ANORMALES DEL FETO
O649;TRABAJO DE PARTO OBSTRUIDO DEBIDO A PRESENTACION ANORMAL DEL FETO NO ESPECIFICADA
O65;TRABAJO DE PARTO OBSTRUIDO DEBIDO A ANORMALIDAD DE LA PELVIS MATERNA
O650;TRABAJO DE PARTO OBSTRUIDO DEBIDO A DEFORMIDAD DE LA PELVIS
O651;TRABAJO DE PARTO OBSTRUIDO DEBIDO A ESTRECHEZ GENERAL DE LA PELVIS
O652;TRABAJO DE PARTO OBSTRUIDO DEBIDO A DISMINUCION DEL ESTRECHO SUPERIOR DE LA PELVIS
O653;TRABAJO DE PARTO OBSTRUIDO DEBIDO A DISMINUCION DEL ESTRECHO INFERIOR DE LA PELVIS
O654;TRABAJO DE PARTO OBSTRUIDO DEBIDO A DESPROPORCION FETOPELVIANA, SIN OTRA ESPECIFICACION
O655;TRABAJO DE PARTO OBSTRUIDO DEBIDO A ANOMALIAS DE LOS ORGANOS PELVIANOS MATERNOS
O658;TRABAJO DE PARTO OBSTRUIDO DEBIDO A OTRAS ANOMALIAS PELVIANAS MATERNAS
O659;TRABAJO DE PARTO OBSTRUIDO DEBIDO A ANOMALIA PELVIANA NO ESPECIFICADA
O66;OTRAS OBSTRUCCIONES DEL TRABAJO DE PARTO
O660;TRABAJO DE PARTO OBSTRUIDO DEBIDO A DISTOCIA DE HOMBROS
O661;TRABAJO DE PARTO OBSTRUIDO DEBIDO A DISTOCIA GEMELAR
O662;TRABAJO DE PARTO OBSTRUIDO DEBIDO A DISTOCIA POR FETO INUSUALMENTE GRANDE
O663;TRABAJO DE PARTO OBSTRUIDO DEBIDO A OTRAS ANORMALIDADES DEL FETO
O664;FRACASO DE LA PRUEBA DEL TRABAJO DE PARTO, NO ESPECIFICADA
O665;FRACASO NO ESPECIFICADO DE LA APLICACION DE FORCEPS O DE VENTOSA EXTRACTORA
O668;OTRAS OBSTRUCCIONES ESPECIFICADAS DEL TRABAJO DE PARTO
O669;TRABAJO DE PARTO OBSTRUIDO, SIN OTRA ESPECIFICACION
O67;TRABAJO DE PARTO Y PARTO COMPLICADOS POR HEMORRAGIA INTRAPARTO, NO CLASIFICADOS EN OTRA PARTE
O670;HEMORRAGIA INTRAPARTO CON DEFECTOS DE LA COAGULACION
O678;OTRAS HEMORRAGIAS INTRAPARTO
O679;HEMORRAGIA INTRAPARTO, NO ESPECIFICADA
O68;TRABAJO DE PARTO Y PARTO COMPLICADOS POR SUFRIMIENTO FETAL
O680;TRABAJO DE PARTO Y PARTO COMPLICADOS POR ANOMALIA DE LA FRECUENCIA CARDIACA FETAL
O681;TRABAJO DE PARTO Y PARTO COMPLICADOS POR LA PRESENCIA DE MECONIO EN EL LIQUIDO AMNIOTICO
O682;TRABAJO DE PARTO Y PARTO COMPLICADOS POR ANOMALIA DE LA FRECUENCIA CARDIACA FETAL ASOCIADA CON PRESENCIA DE MECONIO EN EL LIQUIDO AMNIOTICO
O683;TRABAJO DE PARTO Y PARTO COMPLICADOS POR EVIDENCIA BIOQUIMICA DE SUFRIMIENTO FETAL
O688;TRABAJO DE PARTO Y PARTO COMPLICADOS POR OTRAS EVIDENCIAS DE SUFRIMIENTO FETAL
O689;TRABAJO DE PARTO Y PARTO COMPLICADOS POR SUFRIMIENTO FETAL, SIN OTRA ESPECIFICACION
O69;TRABAJO DE PARTO Y PARTO COMPLICADOS POR PROBLEMAS DEL CORDON UMBILICAL
O690;TRABAJO DE PARTO Y PARTO COMPLICADOS POR PROLAPSO DEL CORDON UMBILICAL
O691;TRABAJO DE PARTO Y PARTO COMPLICADOS POR CIRCULAR PERICERVICAL DEL CORDON, CON COMPRESION
O692;TRABAJO DE PARTO Y PARTO COMPLICADOS POR OTROS ENREDOS DEL CORDON UMBLICAL CON COMPRESION
O693;TRABAJO DE PARTO Y PARTO COMPLICADOS POR CORDON UMBILICAL CORTO
O694;TRABAJO DE PARTO Y PARTO COMPLICADOS POR VASA PREVIA
O695;TRABAJO DE PARTO Y PARTO COMPLICADOS POR LESION VASCULAR DEL CORDON
O698;TRABAJO DE PARTO Y PARTO COMPLICADOS POR OTROS PROBLEMAS DEL CORDON UMBILICAL
O699;TRABAJO DE PARTO Y PARTO COMPLICADOS POR PROBLEMAS NO ESPECIFICADOS DEL CORDON UMBILICAL
O70;DESGARRO PERINEAL DURANTE EL PARTO
O700;DESGARRO PERINEAL DE PRIMER GRADO DURANTE EL PARTO
O701;DESGARRO PERINEAL DE SEGUNDO GRADO DURANTE EL PARTO
O702;DESGARRO PERINEAL DE TERCER GRADO DURANTE EL PARTO
O703;DESGARRO PERINEAL DE CUARTO GRADO DURANTE EL PARTO
O709;DESGARRO PERINEAL DURANTE EL PARTO, DE GRADO NO EPECIFICADO
O71;OTRO TRAUMA OBSTETRICO
O710;RUPTURA DEL UTERO ANTES DEL INICIO DEL TRABAJO DE PARTO
O711;RUPTURA DEL UTERO DURANTE EL TRABAJO DE PARTO
O712;INVERSION DEL UTERO, POSTPARTO
O713;DESGARRO OBSTETRICO DEL CUELLO UTERINO
O714;DESGARRO VAGINAL OBSTETRICO ALTO
O715;OTROS TRAUMATISMOS OBSTETRICOS DE LOS ORGANOS PELVIANOS
O716;TRAUMATISMO OBSTETRICO DE LOS LIGAMENTOS Y ARTICULACIONES DE LA PELVIS
O717;HEMATOMA OBSTETRICO DE LA PELVIS
O718;OTROS TRAUMAS OBSTETRICOS ESPECIFICADOS
O719;TRAUMA OBSTETRICO, NO ESPECIFICADO
O72;HEMORRAGIA POSTPARTO
O720;HEMORRAGIA DEL TERCER PERIODO DEL PARTO
O721;OTRAS HEMORRAGIAS POSTPARTO INMEDIATAS
O722;HEMORRAGIA POSTPARTO SECUNDARIA O TARDIA
O723;DEFECTO DE LA COAGULACION POSTPARTO
O73;RETENCION DE LA PLACENTA O DE LAS MEMBRANAS, SIN HEMORRAGIA
O730;RETENCION DE LA PLACENTA SIN HEMORRAGIA
O731;RETENCION DE FRAGMENTOS DE LA PLACENTA O DE LAS MEMBRANAS, SIN HEMORRAGIA
O74;COMPLICACIONES DE LA ANESTESIA ADMINISTRADA DURANTE EL TRABAJO DE PARTO Y EL PARTO
O740;NEUMONITIS POR ASPIRACION DEBIDA A LA ANESTESIA ADMINISTRADA DURANTE EL TRABAJO DE PARTO Y EL PARTO
O741;OTRAS COMPLICACIONES PULMONARES DEBIDAS A LA ANESTESIA ADMINISTRADA DURANTE EL TRABAJO DE PARTO Y EL PARTO
O742;COMPLICACIONES CARDIACAS DE LA ANESTESIA ADMINISTRADA DURANTE EL TRABAJO DE PARTO Y EL PARTO
O743;COMPLICACIONES DEL SISTEMA NERVIOSO CENTRAL POR LA ANESTESIA ADMINISTRADA DURANTE EL TRABAJO DE PARTO Y EL PARTO
O744;REACCION TOXICA A LA ANESTESIA LOCAL ADMINISTRADA DURANTE EL TRABAJO DE PARTO Y EL PARTO
O745;CEFALALGIA INDUCIDA POR LA ANESTESIA ESPINAL O EPIDURAL ADMINISTRADAS DURANTE EL TRABAJO DE PARTO Y EL PARTO
O746;OTRAS COMPLICACIONES DE LA ANESTESIA ESPINAL O EPIDURAL ADMINISTRADAS DURANTE EL TRABAJO DE PARTO Y EL PARTO
O747;FALLA O DIFICULTAD EN LA INTUBACION DURANTE EL TRABAJO DE PARTO Y EL PARTO
O748;OTRAS COMPLICACIONES DE LA ANESTESIA ADMINISTRADA DURANTE EL TRABAJO DE PARTO Y EL PARTO
O749;COMPLICACION NO ESPECIFICADA DE LA ANESTESIA ADMINISTRADA DURANTE EL TRABAJO DE PARTO Y EL PARTO
O75;OTRAS COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO, NO CLASIFICADAS EN OTRA PARTE
O750;SUFRIMIENTO MATERNO DURANTE EL TRABAJO DE PARTO Y EL PARTO
O751;CHOQUE DURANTE O DESPUES DEL TRABAJO DE PARTO Y EL PARTO
O752;PIREXIA DURANTE EL TRABAJO DE PARTO, NO CLASIFICADA EN OTRA PARTE
O753;OTRAS INFECCIONES DURANTE EL TRABAJO DE PARTO
O754;OTRAS COMPLICACIONES DE PROCEDIMIENTOS Y DE CIRUGIA OBSTETRICA
O755;RETRASO DEL PARTO DESPUES DE LA RUPTURA ARTIFICIAL DE LAS MEMBRANAS
O756;RETRASO DEL PARTO DESPUES DE LA RUPTURA ESPONTANEA O NO ESPECIFICADA DE LAS MEMBRANAS
O757;PARTO VAGINAL POSTERIOR A UNA CESAREA PREVIA
O758;OTRAS COMPLICACIONES ESPECIFICADAS DEL TRABAJO DE PARTO Y DEL PARTO
O759;COMPLICACION NO ESPECIFICADA DEL TRABAJO DE PARTO Y DEL PARTO
O80;PARTO UNICO ESPONTANEO
O800;PARTO UNICO ESPONTANEO, PRESENTACION CEFALICA DE VERTICE
O801;PARTO UNICO ESPONTANEO, PRESENTACION DE NALGAS O PODALICA
O808;PARTO UNICO ESPONTANEO, OTRAS PRESENTACIONES
O809;PARTO UNICO ESPONTANEO, SIN OTRA ESPECIFICACION
O81;PARTO UNICO CON FORCEPS Y VENTOSA EXTRACTORA
O810;PARTO CON FORCEPS BAJO
O811;PARTO CON FORCEPS MEDIO
O812;PARTO CON FORCEPS MEDIO CON ROTACION
O813;PARTO CON FORCEPS DE OTROS TIPOS Y LOS NO ESPECIFICADOS
O814;PARTO CON VENTOSA EXTRACTORA
O815;PARTO CON COMBINACION DE FORCEPS Y VENTOSA EXTRACTORA
O82;PARTO UNICO POR CESAREA
O820;PARTO POR CESAREA ELECTIVA
O821;PARTO POR CESAREA DE EMERGENCIA
O822;PARTO POR CESAREA CON HISTERECTOMIA
O828;OTROS PARTOS UNICOS POR CESAREA
O829;PARTO POR CESAREA, SIN OTRA ESPECIFICACION
O83;OTROS PARTOS UNICOS ASISTIDOS
O830;EXTRACCION DE NALGAS
O831;OTROS PARTOS UNICOS ASISTIDOS, DE NALGAS
O832;OTROS PARTOS UNICOS CON AYUDA DE MANIPULACION OBSTETRICA
O833;PARTO DE FETO VIABLE EN EMBARAZO ABDOMINAL
O834;OPERACION DESTRUCTIVA PARA FACILITAR EL PARTO
O838;OTROS PARTOS UNICOS ASISTIDOS ESPECIFICADOS
O839;PARTO UNICO ASISTIDO, SIN OTRA ESPECIFICACION
O84;PARTO MULTIPLE
O840;PARTO MULTIPLE, TODOS ESPONTANEOS
O841;PARTO MULTIPLE, TODOS POR FORCEPS Y VENTOSA EXTRACTORA
O842;PARTO MULTIPLE, TODOS POR CESAREA
O848;OTROS PARTOS MULTIPLES
O849;PARTO MULTIPLE, NO ESPECIFICADO
O85X;SEPSIS PUERPERAL
O86;OTRAS INFECCIONES PUERPERALES
O860;INFECCION DE HERIDA QUIRURGICA OBSTETRICA
O861;OTRAS INFECCIONES GENITALES CONSECUTIVAS AL PARTO
O862;INFECCION DE LAS VIAS URINARIAS CONSECUTIVA AL PARTO
O863;OTRAS INFECCIONES DE LAS VIAS GENITOURINARIAS CONSECUTIVAS AL PARTO
O864;PIREXIA DE ORIGEN DESCONOCIDO CONSECUTIVA AL PARTO
O868;OTRAS INFECCIONES PUERPERALES ESPECIFICADAS
O87;COMPLICACIONES VENOSAS Y HEMORROIDES EN EL PUERPERIO
O870;TROMBOFLEBITIS SUPERFICIAL EN EL PUERPERIO
O871;FLEBOTROMBOSIS PROFUNDA EN EL PUERPERIO
O872;HEMORROIDES EN EL PUERPERIO
O873;TROMBOSIS VENOSA CEREBRAL EN EL PUERPERIO
O878;OTRAS COMPLICACIONES VENOSAS EN EL PUERPERIO
O879;COMPLICACION VENOSA EN EL PUERPERIO, NO ESPECIFICADA
O88;EMBOLIA OBSTETRICA
O880;EMBOLIA GASEOSA, OBSTETRICA
O881;EMBOLIA DE LIQUIDO AMNIOTICO
O882;EMBOLIA DE COAGULO SANGUINEO, OBSTETRICA
O883;EMBOLIA SEPTICA Y PIEMICA, OBSTETRICA
O888;OTRAS EMBOLIAS OBSTETRICAS
O89;COMPLICACIONES DE LA ANESTESIA ADMINISTRADA DURANTE EL PUERPERIO
O890;COMPLICACIONES PULMONARES DE LA ANESTESIA ADMINISTRADA DURANTE EL PUERPERIO
O891;COMPLICACIONES CARDIACAS DE LA ANESTESIA ADMINISTRADA DURANTE EL PUERPERIO
O892;COMPLICACIONES DEL SISTEMA NERVIOSO CENTRAL DEBIDAS A LA ANESTESIA ADMINISTRADA DURANTE EL PUERPERIO
O893;REACCION TOXICA A LA ANESTESIA LOCAL ADMINISTRADA DURANTE EL PUERPERIO
O894;CEFALALGIA INDUCIDA POR LA ANESTESIA ESPINAL O EPIDURAL ADMINISTRADAS DURANTE EL PUERPERIO
O895;OTRAS COMPLICACIONES DE LA ANESTESIA ESPINAL O EPIDURAL ADMINISTRADAS DURANTE EL PUERPERIO
O896;FALLA O DIFICULTAD DE INTUBACION DURANTE EL PUERPERIO
O898;OTRAS COMPLICACIONES DE LA ANESTESIA ADMINISTRADA DURANTE EL PUERPERIO
O899;COMPLICACION NO ESPECIFICADA DE LA ANESTESIA ADMINISTRADA DURANTE EL PUERPERIO
O90;COMPLICACIONES DEL PUERPERIO, NO CLASIFICADAS EN OTRA PARTE
O900;DEHISCENCIA DE SUTURA DE CESAREA
O901;DEHISCENCIA DE SUTURA OBSTETRICA PERINEAL
O902;HEMATOMA DE HERIDA QUIRURGICA OBSTETRICA
O903;CARDIOMIOPATIA EN EL PUERPERIO
O904;INSUFICIENCIA RENAL AGUDA POSTPARTO
O905;TIROIDITIS POSTPARTO
O908;OTRAS COMPLICACIONES PUERPERALES, NO CLASIFICADAS EN OTRA PARTE
O909;COMPLICACION PUERPERAL, NO ESPECIFICADA
O91;INFECCIONES DE LA MAMA ASOCIADAS CON EL PARTO
O910;INFECCIONES DEL PEZON ASOCIADOS CON EL PARTO
O911;ABSCESO DE LA MAMA ASOCIADO CON EL PARTO
O912;MASTITIS NO PURULENTA ASOCIADA CON EL PARTO
O92;OTROS TRASTORNOS DE LA MAMA Y DE LA LACTANCIA ASOCIADOS CON EL PARTO
O920;RETRACCION DEL PEZON ASOCIADA CON EL PARTO
O921;FISURAS DEL PEZON ASOCIADAS CON EL PARTO
O922;OTROS TRASTORNOS DE LA MAMA Y LOS NO ESPECIFICADOS ASOCIADOS CON EL PARTO
O923;AGALACTIA
O924;HIPOGALACTIA
O925;SUPRESION DE LA LACTANCIA
O926;GALACTORREA
O927;OTROS TRASTORNOS Y LOS NO ESPECIFICADOS DE LA LACTANCIA
